image_path,label
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/61.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804741-7.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/59.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805609｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/65.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800575-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-17.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714643-3(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714722(3).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805819.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-26.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805400.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-32.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805428.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800550.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1713968(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803924.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/b1713915(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805399.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804580-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805426｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805762.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801107-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714055-4.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805876｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714729(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714620(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714055-5.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1614775｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805763.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804580-3.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714628-1(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714751.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803603｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803931.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714735-2(3).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-33.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-27.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805415.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-16.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/64.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/58.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801060-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804606-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805603.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804741-6.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714686(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/8.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804606-3.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804741-4.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800575-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-14.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-31.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-25.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615369｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804588-8.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-19.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803933.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714578(3).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615369.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714184(4).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804580-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801107-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714551.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805603｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1614274.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615142.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714190-1(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714752.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805627｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714008.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714751.(4)JPG.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805735｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804588-9.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-18.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805232｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803067.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-24.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-30.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-15.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804741-5.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/9.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801060-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804606-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/14.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800983-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805533｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/28.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714580-2(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805468｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800492-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805465.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-6.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714056-3.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714605-2(3).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804587-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800753-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800920-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615681.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805712.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1614979.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714643-2(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800967-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805262.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804742-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714605(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805735｣ｨ4｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800939-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-7.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714056-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805458.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800535-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714722(4).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714605-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/29.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714735-1(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804601-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/185112.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/15.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/01.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800983-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/17.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805670.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805784｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-5.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805300.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1802533.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615324.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804742-3.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803605.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804587-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800753-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800920-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1714688(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714765-1(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805112｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615866.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803348.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1802730.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803381｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805817｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804587-3.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804742-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800967-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1614775.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714184(3).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800939-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1615537.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804701-4.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800535-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1802877.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805103.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804601-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714686(5).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/02.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714441.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/16.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800926-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801106-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/12.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805603｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1802683.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803760.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803157｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803156｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800494-2.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1803614.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804742-6.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/B1714184(2).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-8.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804587-7.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/ĢÂĢąĢ·ĢąĢīĢķĢīĢģĢ­Ģģ(1).JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1802906.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1801047-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1800841-1.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804587-6.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805735｣ｨ2｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804589-9.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1805232｣ｨ3｣ｩ.JPG,EP
/Users/ruksatkhanshayoni/Downloads/7306361/histopathological image dataset for ET/EP/1804742-7.JPG,EP
